icpsr,candidate,chamber,state_dist,cand_party,party_code,candidate_is_incumbent,location,partisanship,incumbent_rep,incumbent_party,incumbent_elected,incumbent_status,congress,bioname,bioguide_id,born,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,nokken_poole_dim1,nokken_poole_dim2,senate_class,new_class_code_senate,text_stem,screen_name,official_screen_name,alternate_names,first_name,special_name,candidate_encoding_issues,GeneralElec
21103,Paul Gosar,House,AZ-04,R,200,1,Arizona 4,R+21,Paul Gosar,Republican,2010,Incumbent running.,NA,"GOSAR, Paul",G000565,1958,0.676,-0.419,-111.88841,0.84052,644,44,0.919,-0.395,NA,NA,AZ-04-gosar_paul-,@DrPaulGosar,@RepGosar,Paul Gosar,Paul,first_last,NA,
230820003,Paul Junge,House,MI-08,R,200,0,Michigan 8,R+4,Elissa Slotkin,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI-08-junge_paul-,Paul Junge,NA,Paul Junge,Paul,first_last,NA,
20934,Paul Tonko,House,NY-20,D,100,1,New York 20,D+7,Paul Tonko,Democratic,2008,Incumbent running.,NA,"TONKO, Paul",T000469,1949,-0.42,-0.266,-13.65885,0.97973,667,8,-0.344,-0.468,NA,NA,NY-20-tonko_paul-,@PaulTonko,@RepPaulTonko,Paul Tonko,Paul,first_last,NA,
131310003,Pedro Lopez,House,NY-13,D,100,0,New York 13,D+43,Adriano Espaillat,Democratic,2016,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-13-lopez_pedro-,NA,NA,Pedro Lopez,Pedro,first_last,NA,
714520003,Peggy Huang,House,CA-45,R,200,0,California 45,R+3,Katie Porter,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-45-huang_peggy-,@huang4congress,NA,Peggy Huang,Peggy,first_last,NA,
130110003,Perry Gershon,House,NY-01,D,100,0,New York 1,R+5,Lee Zeldin,Republican,2014,Incumbent',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-01-gershon_perry-,@perrygershon,NA,Perry Gershon,Perry,first_last,NA,
21506,Pete Aguilar,House,CA-31,D,100,1,California 31,D+8,Pete Aguilar,Democratic,2014,Incumbent running.,NA,"AGUILAR, Peter Rey",A000371,1979,-0.291,0.135,-46.00823,0.93439,678,18,-0.478,0.428,NA,NA,CA-31-aguilar_pete-,@aguilarpete,@RepPeteAguilar,Pete Aguilar,Pete,first_last,NA,
400720003,Pete Greenwald,House,VA-07,R,200,0,Virginia 7,R+6,Abigail Spanberger,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA-07-greenwald_pete-,@GreenwaldVA07,NA,Pete Greenwald,Pete,first_last,NA,
491720011,Pete Sessions,House,TX-17,R,200,0,Texas 17,R+12,Bill Flores,Republican,2010,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-17-sessions_pete-,@PeteSessions,NA,Pete Sessions,Pete,first_last,NA,
21969,Pete Stauber,House,MN-08,R,200,1,Minnesota 8,R+4,Pete Stauber,Republican,2018,Incumbent running.,NA,"STAUBER, Peter",S001212,1966,0.279,0.198,-115.61421,0.84386,681,49,0.294,0.132,NA,NA,MN-08-stauber_pete-,@PeteStauber,@RepPeteStauber,Pete Stauber,Pete,first_last,NA,
15410,Peter DeFazio,House,OR-04,D,100,1,Oregon 4,EVEN,Peter DeFazio,Democratic,1986,Incumbent running.,NA,"DeFAZIO, Peter Anthony",D000191,1947,-0.429,0.003,-37.43708,0.94518,664,13,-0.52,-0.512,NA,NA,OR-04-defazio_peter-,@DeFazio4Oregon,@RepPeterDeFazio,Peter DeFazio,Peter,first_last,NA,
131210002,Peter Harrison,House,NY-12,D,100,0,New York 12,D+31,Carolyn Maloney,Democratic,1992,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-12-harrison_peter-,@PeteHarrisonNYC,NA,Peter Harrison,Peter,first_last,NA,
730310003,Peter Khalil,House,WA-03,D,100,0,Washington 3,R+4,Jaime Herrera Beutler,Republican,2010,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WA-03-khalil_peter-,@VoteKhalil,NA,Peter Khalil,Peter,first_last,NA,
714710003,Peter Mathews,House,CA-47,D,100,0,California 47,D+13,Alan Lowenthal,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-47-mathews_peter-,@Epetermathews,NA,Peter Mathews,Peter,first_last,NA,
230320006,Peter Meijer,House,MI-03,R,200,0,Michigan 3,R+6,Justin Amash,Independent,2010,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI-03-meijer_peter-,@VoteMeijer,NA,Peter Meijer,Peter,first_last,NA,
610210008,Peter Quilter,House,AZ-02,D,100,0,Arizona 2,R+1,Ann Kirkpatrick,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ-02-quilter_peter-,@PQ4AZ,NA,Peter Quilter,Peter,first_last,NA,
240910005,Peter Rosewicz,House,OH-09,D,100,0,Ohio 9,D+14,Marcy Kaptur,Democratic,1982,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OH-09-rosewicz_peter-,@PeterRosewicz,NA,Peter Rosewicz,Peter,first_last,NA,
20750,Peter Welch,House,VT-00,D,100,1,Vermont at-large,D+15,Peter Welch,Democratic,2006,Incumbent's intent unknown.,NA,"WELCH, Peter",W000800,1947,-0.409,-0.35,-17.27154,0.97417,660,7,-0.503,-0.315,NA,NA,VT-00-welch_peter-,NA,NA,Peter Welch,Peter,first_last,NA,
711520005,Peter Yuan Liu,House,CA-15,R,200,0,California 15,D+20,Eric Swalwell,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-15-liu_peteryuan-,NA,NA,Peter Liu,Peter,mid_name,NA,
712210001,Phil Arballo,House,CA-22,D,100,0,California 22,R+8,Devin Nunes,Republican,2002,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-22-arballo_phil-,@PhilArballo2020,NA,Phil Arballo,Phil,first_last,NA,
430110001,Phil Ehr,House,FL-01,D,100,0,Florida 1,R+22,Matt Gaetz,Republican,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-01-ehr_phil-,@PhilEhr,NA,Phil Ehr,Phil,first_last,NA,
731010002,Phil Gardner,House,WA-10,D,100,0,Washington 10,D+5,Denny Heck,Democratic,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WA-10-gardner_phil-,@gardnerphil,NA,Phil Gardner,Phil,first_last,NA,
480120007,Phil Norris,House,SC-01,R,200,0,South Carolina 1,R+10,Joe Cunningham,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC-01-norris_phil-,@Norris4Congress,NA,Phil Norris,Phil,first_last,NA,
711820005,Phil Reynolds,House,CA-18,R,200,0,California 18,D+23,Anna Eshoo,Democratic,1992,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-18-reynolds_phil-,NA,NA,Phil Reynolds,Phil,first_last,NA,
210120005,Philanise White,House,IL-01,R,200,0,Illinois 1,D+27,Bobby Rush,Democratic,1992,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-01-white_philanise-,@Philaniseforco1,NA,Philanise White,Philanise,first_last,NA,
430310004,Philip Dodds,House,FL-03,D,100,0,Florida 3,R+9,Ted Yoho,Republican,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-03-dodds_philip-,NA,NA,Philip Dodds,Philip,first_last,NA,
471110016,Phillip G. Price,House,NC-11,D,100,0,North Carolina 11,R+9,Mark Meadows,Republican,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC-11-price_phillip-,@Price4WNC,NA,Phillip Price,Phillip,mid_init,NA,
410210003,Phyllis Harvey-Hall,House,AL-02,D,100,0,Alabama 2,R+16,Martha Roby,Republican,2010,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AL-02-harvey-hall_phyllis-,@PhyllisDHHall,NA,Phyllis Harvey-Hall,Phyllis,first_last,NA,
492220001,Pierce Bush,House,TX-22,R,200,0,Texas 22,R+10,Pete Olson,Republican,2008,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-22-bush_pierce-,Pierce Bush,NA,Pierce Bush,Pierce,first_last,NA,0
220710005,Pierre Quincy Pullins,House,IN-07,D,100,0,Indiana 7,D+11,Andre Carson,Democratic,2008 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN-07-pullins_pierrequincy-,NA,NA,Pierre Pullins,Pierre,mid_name,NA,
520320004,Pinkston Harris,House,MD-03,R,200,0,Maryland 3,D+13,John Sarbanes,Democratic,2006,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MD-03-harris_pinkston-,NA,NA,Pinkston Harris,Pinkston,first_last,NA,
432120003,Piotr Blass,House,FL-21,R,200,0,Florida 21,D+9,Lois Frankel,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-21-blass_piotr-,@pblass,NA,Piotr Blass,Piotr,first_last,NA,
21726,Pramila Jayapal,House,WA-07,D,100,1,Washington 7,D+33,Pramila Jayapal,Democratic,2016,Incumbent's intent unknown.,NA,"JAYAPAL, Pramila",J000298,1965,-0.696,-0.234,-16.35056,0.97614,677,7,-0.603,-0.663,NA,NA,WA-07-jayapal_pramila-,@PramilaJayapal,@RepJayapal,Pramila Jayapal,Pramila,first_last,NA,
491010001,Pritesh Gandhi,House,TX-10,D,100,0,Texas 10,R+9,Michael McCaul,Republican,2004,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-10-gandhi_pritesh-,@priteshgandhimd,NA,Pritesh Gandhi,Pritesh,first_last,NA,
400110001,Qasim Rashid,House,VA-01,D,100,0,Virginia 1,R+8,Rob Wittman,Republican,2007 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA-01-rashid_qasim-,@QasimRashid,NA,Qasim Rashid,Qasim,first_last,NA,
330810002,Quinn Nystrom,House,MN-08,D,100,0,Minnesota 8,R+4,Pete Stauber,Republican,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MN-08-nystrom_quinn-,@QuinnNystrom,NA,Quinn Nystrom,Quinn,first_last,NA,
710210005,Rachel Moniz,House,CA-02,D,100,0,California 2,D+22,Jared Huffman,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-02-moniz_rachel-,@RachelMoniz,NA,RaÃŒÂ¼l Grijalva,RaÃŒÂ¼l,first_last,NA,
211110004,Rachel Ventura,House,IL-11,D,100,0,Illinois 11,D+9,Bill Foster,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-11-ventura_rachel-,@ElectVentura,NA,Rachel Moniz,Rachel,first_last,NA,
493510001,Rafael Alcoser III,House,TX-35,D,100,0,Texas 35,D+15,Lloyd Doggett,Democratic,1994,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-35-alcoseriii_rafael-,@AlcoserTx,NA,Rachel Ventura,Rachel,first_last,NA,
30510002,Raffaele DePalma,House,MA-05,D,100,0,Massachusetts 5,D+18,Katherine Clark,Democratic,2013 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA-05-depalma_raffaele-,@iAmRdEp,NA,Rafael Alcoser,Rafael,third,NA,
21730,Raja Krishnamoorthi,House,IL-08,D,100,1,Illinois 8,D+8,Raja Krishnamoorthi,Democratic,2016,Incumbent running.,NA,"KRISHNAMOORTHI, S. Raja",K000391,1973,-0.312,-0.104,-30.06372,0.95681,681,13,-0.329,0.16,NA,NA,IL-08-krishnamoorthi_raja-,@RajaForCongress,@CongressmanRaja,Raffaele DePalma,Raffaele,first_last,NA,
713010003,Raji Rab,House,CA-30,D,100,0,California 30,D+18,Brad Sherman,Democratic,1996,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-30-rab_raji-,@RajiRab2020,NA,Raja Krishnamoorthi,Raja,first_last,NA,
471020004,Ralf Walters,House,NC-10,R,200,0,North Carolina 10,R+20,Patrick McHenry,Republican,2004,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC-10-walters_ralf-,@R_Walters4NC10,NA,Raji Rab,Raji,first_last,NA,
21522,Ralph Abraham,House,LA-05,R,200,1,Louisiana 5,R+15,Ralph Abraham,Republican,2014,Incumbent's intent unknown.,NA,"ABRAHAM, Ralph",A000374,1954,0.54,0.252,-62.51511,0.87319,461,29,0.608,0.128,NA,NA,LA-05-abraham_ralph-,@DocAbraham,@RepAbraham,Ralf Walters,Ralf,first_last,NA,
330110004,Ralph Kaehler,House,MN-01,D,100,0,Minnesota 1,R+5,Jim Hagedorn,Republican,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MN-01-kaehler_ralph-,@rkler4congress,NA,Ralph Kaehler,Ralph,first_last,NA,
21753,Ralph Norman,House,SC-05,R,200,1,South Carolina 5,R+9,Ralph Norman,Republican,2017 (Special),Incumbent running.,NA,"NORMAN, Ralph",N000190,1953,0.785,-0.203,-82.69258,0.88241,661,42,0.815,-0.175,NA,NA,SC-05-norman_ralph-,@RalphNorman,@RepRalphNorman,Ralph Norman,Ralph,first_last,NA,
220510019,Ralph Spelbring,House,IN-05,D,100,0,Indiana 5,R+9,Susan Brooks,Republican,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN-05-spelbring_ralph-,NA,NA,Ralph Spelbring,Ralph,first_last,NA,
131310004,Ramon Rodriguez,House,NY-13,D,100,0,New York 13,D+43,Adriano Espaillat,Democratic,2016,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-13-rodriguez_ramon-,@RamonCongress,NA,Ramon Rodriguez,Ramon,first_last,NA,
711420002,Ran Petel,House,CA-14,R,200,0,California 14,D+27,Jackie Speier,Democratic,2008 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-14-petel_ran-,NA,NA,Ran Patel,Ran,mid_init,NA,
650420009,Randi Reed,House,NV-04,R,200,0,Nevada 4,D+3,Steven Horsford,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV-04-reed_randi-,@RandiReedNV,NA,Randi Reed,Randi,first_last,NA,
310420001,Randy Feenstra,House,IA-04,R,200,0,Iowa 4,R+11,Steve King,Republican,2002,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA-04-feenstra_randy-,@RandyFeenstra,NA,Randy Feenstra,Randy,first_last,NA,
431920008,Randy Henderson,House,FL-19,R,200,0,Florida 19,R+13,Francis Rooney,Republican,2016,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-19-henderson_randy-,@HendersonForFL,NA,Randy Henderson,Randy,first_last,NA,
670210002,Randy Hopkins,House,UT-02,D,100,0,Utah 2,R+16,Chris Stewart,Republican,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT-02-hopkins_randy-,@randyincongress,NA,Randy Hopkins,Randy,first_last,NA,
21360,Randy Weber,House,TX-14,R,200,1,Texas 14,R+12,Randy Weber,Republican,2012,Incumbent running.,NA,"WEBER, Randy",W000814,1953,0.709,0.036,-98.11737,0.86205,661,43,0.724,-0.018,NA,NA,TX-14-weber_randy-,@WeberforTexas,@TXRandy14,Randy Weber,Randy,first_last,NA,
520532807,Rashad D. Lloyd,House,MD-05,I,328,0,Maryland 5,D+16,Steny Hoyer,Democratic,1981 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MD-05-lloyd_rashad-,NA,NA,Rashad Lloyd,Rashad,mid_init,NA,
493610003,Rashad Lewis,House,TX-36,D,100,0,Texas 36,R+26,Brian Babin,Republican,2014,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-36-lewis_rashad-,@RLewis4Congress,NA,Rashad Lewis,Rashad,first_last,NA,
440710010,Rashid Malik,House,GA-07,D,100,0,Georgia 7,R+9,Rob Woodall,Republican,2010,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA-07-malik_rashid-,@DrRashidMalik5,NA,Rashid Malik,Rashid,first_last,NA,
21975,Rashida Tlaib,House,MI-13,D,100,1,Michigan 13,D+32,Rashida Tlaib,Democratic,2018,Incumbent's intent unknown.,NA,"TLAIB, Rashida",T000481,1976,-0.278,-0.961,-36.34105,0.94781,678,14,-0.278,-0.961,NA,NA,MI-13-tlaib_rashida-,@RashidaTlaib,@RepRashida,Rashida Tlaib,Rashida,first_last,NA,
20305,Raul Grijalva,House,AZ-03,D,100,1,Arizona 3,D+13,Raul Grijalva,Democratic,2002,Incumbent running.,NA,"GRIJALVA, Raí_l M.",G000551,1948,-0.599,-0.256,-20.78217,0.96824,644,8,-0.575,-0.62,NA,NA,AZ-03-grijalva_raul-,NA,NA,NA,NA,NA,NA,
492320010,Raul Reyes,House,TX-23,R,200,0,Texas 23,R+1,Will Hurd,Republican,2014,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-23-reyes_raul-,@Raul4Congress,NA,Raul Reyes,Raul,first_last,NA,
21311,Raul Ruiz,House,CA-36,D,100,1,California 36,D+2,Raul Ruiz,Democratic,2012,Incumbent running.,NA,"RUIZ, Raul",R000599,1972,-0.242,0.062,-36.38124,0.9482,684,15,-0.388,0.247,NA,NA,CA-36-ruiz_raul-,@Dr_RaulRuiz,Raul Ruiz,Raul Ruiz,Raul,first_last,NA,
520720002,Ray Bly,House,MD-07,R,200,0,Maryland 7,D+26,Vacant,Vacant,2020,Incumbent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MD-07-bly_ray-,@BornScrewedUSA,NA,Ray Bly,Ray,first_last,NA,
211210003,Raymond Lenzi,House,IL-12,D,100,0,Illinois 12,R+5,Mike Bost,Republican,2014,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-12-lenzi_raymond-,@Lenzi4Congress,NA,Raymond Lenzi,Raymond,first_last,NA,
432720004,Raymond Molina,House,FL-27,R,200,0,Florida 27,D+5,Donna Shalala,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-27-molina_raymond-,@jraymol,NA,Raymond Molina,Raymond,first_last,NA,
520320003,Reba A. Hawkins,House,MD-03,R,200,0,Maryland 3,D+13,John Sarbanes,Democratic,2006,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MD-03-hawkins_reba-,@rebahawkins2020,NA,Reba Hawkins,Reba,mid_init,NA,
432120011,Reba Sherrill,House,FL-21,R,200,0,Florida 21,D+9,Lois Frankel,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-21-sherrill_reba-,NA,NA,Reba Sherrill,Reba,first_last,NA,
620532803,Rebecca Keltie,House,CO-05,U,328,0,Colorado 5,R+14,Doug Lamborn,Republican,2006,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO-05-keltie_rebecca-,NA,NA,Rebecca Keltie,Rebecca,first_last,NA,
730610002,Rebecca Parson,House,WA-06,D,100,0,Washington 6,D+6,Derek Kilmer,Democratic,2012,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WA-06-parson_rebecca-,@RebeccaforWA,NA,Rebecca Parson,Rebecca,first_last,NA,
650420011,Rebecca Wood,House,NV-04,R,200,0,Nevada 4,D+3,Steven Horsford,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV-04-wood_rebecca-,@RebeccaWoodNV,NA,Rebecca Wood,Rebecca,first_last,NA,
330220001,Regina Barr,House,MN-02,R,200,0,Minnesota 2,R+2,Angie Craig,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MN-02-barr_regina-,NA,NA,Regina Barr,Regina,first_last,NA,
714210002,Regina Marston,House,CA-42,D,100,0,California 42,R+9,Ken Calvert,Republican,1992,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-42-marston_regina-,@Marston4ca42,@RepBarragan,Regina Marston,Regina,first_last,NA,
540210001,Renee Hoyos,House,TN-02,D,100,0,Tennessee 2,R+20,Tim Burchett,Republican,2018,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TN-02-hoyos_renee-,@RVHoyos,NA,Renee Hoyos,Renee,first_last,NA,
491720013,Renee Swann,House,TX-17,R,200,0,Texas 17,R+12,Bill Flores,Republican,2010,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-17-swann_renee-,@ReneeSwann4TX,NA,Renee Swann,Renee,first_last,NA,
440720013,Renee Unterman,House,GA-07,R,200,0,Georgia 7,R+9,Rob Woodall,Republican,2010,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA-07-unterman_renee-,@Renee_Unterman,NA,Renee Unterman,Renee,first_last,NA,
493420001,Rey Gonzalez,House,TX-34,R,200,0,Texas 34,D+10,Filemon Vela Jr.,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-34-gonzalez_rey-,NA,NA,Rey Gonzalez,Rey,first_last,NA,
131420011,Rey Solano,House,NY-14,R,200,0,New York 14,D+29,Alexandria Ocasio-Cortez,Democratic,2018,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-14-solano_rey-,NA,NA,Rey Solano,Rey,first_last,NA,
470610003,Rhonda Foxx,House,NC-06,D,100,0,North Carolina 6,D+9,Mark Walker,Republican,2014,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC-06-foxx_rhonda-,@RhonnieF,NA,Rhonda Foxx,Rhonda,first_last,NA,
714520001,Rhonda Furin,House,CA-45,R,200,0,California 45,R+3,Katie Porter,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-45-furin_rhonda-,@RhondaFurin,NA,Rhonda Furin,Rhonda,first_last,NA,
510320003,Rhonda Palazzo,House,KY-03,R,200,0,Kentucky 3,D+6,John Yarmuth,Democratic,2006,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY-03-palazzo_rhonda-,NA,NA,Rhonda Palazzo,Rhonda,first_last,NA,
731010003,Rian Ingrim,House,WA-10,D,100,0,Washington 10,D+5,Denny Heck,Democratic,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WA-10-ingrim_rian-,@IngrimRian,NA,Rian Ingrim,Rian,first_last,NA,
712110002,Ricardo De La Fuente,House,CA-21,D,100,0,California 21,D+5,TJ Cox,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-21-delafuenteCA_ricardo,NA,NA,Ricardo De La FuenteCA,Ricardo,multiple_last,NA,
492710002,Ricardo de la Fuente,House,TX-27,D,100,0,Texas 27,R+13,Michael Cloud,Republican,2018 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-27-delafuenteTX_ricardo,@Ricky4Congress,NA,Ricardo de la FuenteTX,Ricardo,multiple_last,NA,
492310008,Ricardo M. Madrid,House,TX-23,D,100,0,Texas 23,R+1,Will Hurd,Republican,2014,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-23-madrid_ricardo-,NA,NA,Ricardo Madrid,Ricardo,mid_init,NA,
440720011,Rich McCormick,House,GA-07,R,200,0,Georgia 7,R+9,Rob Woodall,Republican,2010,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA-07-mccormick_rich-,@RichforGA,NA,Rich McCormick,Rich,first_last,NA,
131420013,Rich Valdes,House,NY-14,R,200,0,New York 14,D+29,Alexandria Ocasio-Cortez,Democratic,2018,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-14-valdes_rich-,@RichValdes,NA,Rich Valdes,Rich,first_last,NA,
241320005,Richard A. Morckel,House,OH-13,R,200,0,Ohio 13,D+7,Tim Ryan,Democratic,2002,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OH-13-morckel_richard-,@morckel_richard,NA,Richard Morckel,Richard,mid_init,NA,
711820002,Richard B. Fox,House,CA-18,R,200,0,California 18,D+23,Anna Eshoo,Democratic,1992,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-18-fox_richard-,@DrFox4Congress,NA,Richard Fox,Richard,mid_init,NA,
492410004,Richard Fleming,House,TX-24,D,100,0,Texas 24,R+9,Kenny Marchant,Republican,2004,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-24-fleming_richard-,@FlemingforTX24,NA,Richard Fleming,Richard,first_last,NA,
430720004,Richard Goble,House,FL-07,R,200,0,Florida 7,EVEN,Stephanie Murphy,Democratic,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-07-goble_richard-,@Goble4Congress,NA,Richard Goble,Richard,first_last,NA,
